title;price;description;shop;img;category;shop_address;shop_img;shop_phone;shop_mail;shop_site
Коляска 2 в 1 Biagio;Цену оточняйте у продавца;Это новейшая модульная коляска 2017 года.Коляска отличается оригинальным стилем и очень глубокой люлькой.Помимо амортизированной задней оси коляска оснащена центральным амортизаторами и системой анти-шок на передних колесах.Колеса резиновые без камер (GEL), которые повышают комфорт передвижения и облегчают эксплуатацию, т.к. не требуют замены или подкачки.Коляска отличается маневренностью, как в городских условиях, так и на грунтовых дорогах. В обивке люльки (корзины) и прогулочного блока имеются большие вентиляционные окна.Чехол имеет окно, которое дает возможность поддерживать постоянный визуальный контакт с ребенком.Пластиковое дно люльки имеет глянцевое покрытие карбон.Оба модуля коляски, а также предлагаемое отдельно автокресло можно легко установить на раме в обоих направлениях с помощью системы one-click.B комплект входят чехлы для ног, москитная сетка, дождевик, пеленальный столик, сумка для мамы и держатель для;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Tutis Коляска 2 в 1 Mimi Style;Цену оточняйте у продавца;"Легкая в управлении, просторная, маневренная, компактная, она оборудована прочной пластиковой люлькой, которая имеет вентиляцию, благодаря которой коляска дышит. Новые ткани, новый дизайн. Характеристики: РАЗМЕРЫ Внутренние размеры люльки – 79x36 см Прогулочный блок – 95x39 см Внутренние размеры автокресла - 74x32 см Размеры сложенной коляски – 89x60x38 см ВЕС Люлька - 4, 95 кг Прогулочный блок - 5, 25 кг Люлька-переноска - 2, 85 кг Шасси - 4, 95 кг Описание 4 амортизатора; Вентиляционные отверстия в нижней части люльки Кокосовый матрас Функция качания (когда люлька лежит на полу) регулируемый подголовник люльки панорамное окошко на капоре люльки панорамное окошко в прогулочном блоке сумка для мамы чехол на ноги (для люльки и прогулочного блока) москитная сетка дождевик 5-ти точечные ремни безопасности возможность смены направления установки прогулочного блока (к себе-от себя) корзина для покупок регулируемая высота ручки передние управляемые колёсаСмотрите ссылку";"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Bebe-Mobile Коляска 2 в 1 Ravenna;Цену оточняйте у продавца;"Етская коляска BeBe-mobile RAVENNA (Беби Мобайл Равенна). Новинка 2018 года! Стильный дизайн, новые формы коляски в сочетании с абсолютно новой рамой. Новые рамные амортизаторы система SAS с функцией блокирования. Новые амортизаторы на передних колесах поглощающие неровности дороги. Все амортизаторы и тормозная система – закрытые, что значительно упрощает уход и продлевает срок службы. Сумку для мамы можно носить как рюкзак или через плечо.Характеристика коляски: - просторная люлька: внешние размеры - 86х36х21 см, внутренние - 77х34 см; - спинка прогулочного блока раскладывается в горизонтальное положение; - люлька и прогулочный блок оборудованы ручкой для переноски; - ручка обшита эко-кожей, регулируется по высоте; - вентиляционные отверстия на дне люльки;&#8203; - люлька и прогулочный блок устанавливаются лицом к маме и от мамы; - передние колеса поворотные, с возможностью фиксации только прямо; - новые рамные амортизаторы SAS на раме с возможностью блокировки; - ручка обшита эко-кожей, регулируется по высоте; - большая, закрытая корзина для покупок.&#8203;Смотрите ссылку";"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Tutis Коляска Viva Life 2 в 1;Цену оточняйте у продавца;Встречайте исключительную коляску, которая создаст безопасные, роскошные и комфортные условия для каждого ребенка. Современная система амортизаторов и колес из Real Gel™ делает VIVA LIFE идеальным выбором для активных семей, которые любят проводить время на открытом воздухе, независимо от того, город это или лес. Преимущества: Четыре амортизатора шасси. Обеспечивают особенно комфортный ход коляски по любой поверхности. Колеса Real Gel™. Колеса заполнены специальным гелем, который увеличивает срок службы колес и делает максимально простым уход и обслуживание. ECO Кожа. В составе кожи, используемой для детских колясок TUTIS, нет никаких вредных фталатов. Это помогает сохранить безопасную окружающую среду и обезопасить ребенка. Ультра легкая люлька One Click™ тормоза. Тормозной механизм One Click™ был создан с целью обеспечить максимальную безопасность путем мгновенной активации. Водонепроницаемые ткани. Ткани устойчивы к влажности! Внешняя ткань покрыта специальной мембраной, которая предотвращает попадание влаги внутрь детской коляски. Это идеальный выбор для прогулок в городе или на природе, когда неожиданно начинается дождь. Пятиточечная система защитных ремней. Возможная ударная сила распределяется равномерно по пяти направлениям и таким образом уменьшается нагрузка на ребенка. Поглощение ударной силы. Новейшие технологии позволили создать вилку переднего колеса, которая является гибкой и поглощает силу сопротивления неровной дороги и возможного удара. Алюминиевый каркас. Легкий и прочный алюминиевый каркас гарантирует высокую степень надежности и долговечность шасси. Антикоррозионные характеристики алюминиевого сплава 6061 и его надежность подтверждены тестами, специально проводимыми в экстремальных условиях. Капор люльки. Специальная конструкция капора со съемной вентиляционной сеткой и панорамным окошком позволяет ребенку безопасно наслаждаться солнцем и ветром. Внутренние хлопковые ткани. Внутренние ткани сделаны из хлопка и придают приятное ощущение уюта и естественности для внутренней части детской коляски. Нижняя часть матраса люльки сделана из натурального кокосового волокна, которого легко проветривать. Кроме того, так предотвращается накопление бактерий. Закрытая корзина для покупок. Просторная и закрытая корзина для покупок позволяет транспортировать все необходимые вещи безопасно и просто в любое время в любую погоду.  Технические характеристики: Внутренные размеры люльки/вес: 85х38см/3, 75кг Внутренные размеры прогулочного блока/вес: 95х39см/5, 5кг Вес шасси с колесами: 9кг Размер в сложенном виде: 85, 5x59x36, 5смСмотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска-трость Galaxy;Цену оточняйте у продавца;"Коляска-трость Рант Galaxy предназначена для детей с 6 месяцев и до 3-х лет.Легкая и комфортная коляска в стильном дизайне подходит для ежедневных прогулок с малышом на свежем воздухе, для дальних путешествий или шоппинга.Особенности:- алюминиевая облегченная рама- увеличенный капюшон с окошком и карманом- возможность регулировки наклона спинки, есть положение для сна- пяти точечные ремни безопасности с мягкими плечевыми накладками- ламинированная подножка регулируется для комфортного положения ребенка- съемный передний поручень для безопасности малыша- передние поворотные колеса на 360 градусов, с фиксатором для движения по прямой- мягкие ручки- фиксатор рамы.Комплектация:- накидка на ножки- корзина для покупок.Размеры и вес коляски Rant Galaxy:в сложенном виде (Ш&#215;Д&#215;В): 30 х 25 х 104 см. в разложенном виде (Ш&#215;Д&#215;В): 50 х 65 х 107 смширина колёсной базы: 50 смВес коляски: 6 кг.Смотрите ссылку";"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска-трость Dream;Цену оточняйте у продавца;Система сложения «трость» Количество положений спинки 5 Складной капюшон со смотровым окошком Накидка на ноги Регулируемая подножка Разъемный ограничительный поручень 3-точечные ремни безопасности Сетка для багажа Карман для мелочей Транспортировочный ремень Передние поворачивающиеся на 360° колеса с фиксатором Независимые тормоза на задних колесах Тип колеса (помпа, имитация, металл, пластик): пластик Диаметр колеса (см): 8 колёс: 15 см Ширина колесной базы (см): 50 Вес (кг): 7, 7 Габариты (д/ш/в) (см) 77/50/105 Размер в упаковке (д/ш/в) (см) 102/28/38 Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска-трость Jazz;Цену оточняйте у продавца;Легкая и компактная коляска-трость JAZZ, тем не менее прекрасно экипирована и защитит ребенка даже в холодную погоду. Капюшон, который опускается прямо до бампера, защитит и от осадков, и от солнца. Он достаточно объемный, чтобы ребенку было просторно и уютно. Сзади имеется кармашек для необходимых на прогулке мелочей: влажных салфеток, ключей, погремушек.Яркие вставки на накидке на ножки с приятным геометрическим узором притягивают внимание и выделяют эту трость среди многих. Сама накидка достаточно объемная, чтобы укрыть ребенка, не отстегивая бампер. Идеальный вариант для ветренных и дождливых дней. Четыре положения наклона спинки и подножки позволят подобрать комфортное ребенку положение в зависимости от того, хочет ли он играть или спать.Среди удобных дополнений: лямка для переноса коляски в сложенном виде, ручки с мягкими нескользящими накладками, и удобная система разблокировки бампера. Система сложения «трость» Мягкие нескользящие рукоятки Количество положений спинки 4 Накидка на ноги Регулируемая подножка Разъемный ограничительный поручень 5-точечные ремни безопасности Сетка для багажа Карман для мелочей Транспортировочный ремень Надежная фиксация в сложенном виде Передние поворачивающиеся на 360° колеса с фиксатором Тип колеса (помпа, имитация, металл, пластик): пластик Диаметр колеса (см): 15 Ширина колесной базы (см): 47, 5 Сидение (д/ш) (см) 18/35 Вес (кг): 6 Габариты (д/ш/в) (см) 83, 5/47, 5/102 Спальное место (д/ш) (см) 79/35 Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска детская трость Molly;Цену оточняйте у продавца;Тип коляски: прогулочнаяВозраст ребенка: от 6 мес. до 3-х летМатериал: водоотталкивающая, не продуваемая, дышащая ткань. Регулировка высоты в трех положениях, предусмотрено положение для сна Пятиточечный ремень безопасности с мягкими плечевыми накладками Увеличенный капюшон с окошком и карманомСъемная ручка-бампер Ламинированная подножка регулируется по высотеМатериал рамы: алюминийМеханизм складывания: «трость», есть ручка-переноска Фиксируется зажимом в сложенном видеМатериал колес: пластикНакидка на ножки Дополнительная пластиковая подножкаКорзина для покупок 2 колеса поворотные (360°) с фиксаторомЦентральный тормоз ВЕС 8 кг. Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска прогулочная York;Цену оточняйте у продавца;Облегченная прогулочная коляска Rant York используется с 6 месяцев.Регулировка спинки осуществляется плавно с помощью ремешка.Глубокий капюшон защитит ребенка от ветра и солнечных лучей.Регулируемая подножка обеспечит комфортный сон.Съемный столик с углублением под бутылочку.Вместительная продуктовая корзина.В комплект коляски входит: накидка на ножки.Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска прогулочная Voyager;Цену оточняйте у продавца;Характеристики:- сдвоенные пластиковые колеса- передние колеса поворотные с фиксаторм- ножной тормоз- съемный бампер- спинка опускается до положения лежа, фиксируется ремнем- сетчатое окошко на капюшоне- съемный вкладыш для головки малыша- ремни безопасности- складывание книжкой в четыре сложенияПРОГУЛОЧНАЯ КОЛЯСКА В СЛОЖЕННОМ ВИДЕ УБИРАЕТСЯ В СУМКУ ВЕС 6, 7 КГСмотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска прогулочная Alfa;Цену оточняйте у продавца;"Характеристики:- легкая алюминиевая рама;- плавающие передние колеса с возможностью фиксации;- регулируемая подножка;- 5-ти точеные ремни безопасности;- съемный бампер с мягкой обивкой;- коляска складывается в «книжку» одной рукой.Комплектация: чехол на ногиТип колес: одинарные, не прокалываются, не требуют подкачки, не гремят по асфальту;Механизм складывания: книжка.Смотрите ссылку";"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска прогуллочная Chippo;Цену оточняйте у продавца;Детская коляска CHIPPO от Indigo рассчитана на детей весом до 15 кг. Вместительное сидение, возможность разложить спинку до полностью горизонтального положения, передние поворотные колеса с фиксацией и перекидная ручка обеспечат комфорт при прогулках.Встроенная москитная сетка сконструирована таким образом, чтобы защищать ребенка от пыли и насекомых при ярком солнце и не ограничивать его пространство. Она надежно крепится на раму и легко убирается в капюшон, когда необходимости в ней нет.Утепленная накидка защитит ножки ребенка, когда похолодает. Она полностью закрывает подножку и столик и фиксируется на раму липучками, что гарантирует комфорт даже в ветренную погоду. При раскладывании спинки верхняя часть ее сгибается, создавая дополнительную защиту от задуваний в районе головы. А матрасик вкладыш служит дополнительной прокладкой по спинке - то, что нужно для приятных и долгих прогулок осенью и зимой. Система сложения «книжка» Регулируемая ручка реверсионная Мягкие нескользящие рукоятки Количество положений спинки 5 Складной капюшон со смотровым окошком Накидка на ноги Регулируемая подножка Съемный столик с подстаканником 3-точечные ремни безопасности Сетка для багажа Карман для мелочей Надежная фиксация в сложенном виде Передние поворачивающиеся на 360° колеса с фиксатором Независимые тормоза на задних колесах Диаметр колеса (см): 18 Ширина колесной базы (см): 53, 5 Сидение (д/ш) (см) 30/35 Вес (кг): 8, 5 Габариты (д/ш/в) (см) 89/53, 5/110 Спальное место (д/ш) (см) 70/35Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска Prime;Цену оточняйте у продавца;"На детской коляске PRIME Indigo спальный модуль трансформируется в прогулочный.Габариты спального места (д/ш/в): 78/33/22 см.На ручке и бампере имеются съемные кожаные чехлы.Хлопковый матрасик для прогулочного варианта в комплекте.Модуль можно устанавливать как по ходу, так и против движения.Возможность установки совместимого автокресла.На раме установлена защита от случайного складывания. Алюминиевая рама Бесшумное опускание капюшона Регулируемая спинка свободная регулировка Регулируемая подножка Пятиточечные ремни безопасности Накидка на ноги Сумка для багажа Пружинные амортизаторы Габариты в собранном виде (д/ш/в) (см): 82/60/103 Вес (кг): 14 Передние поворачивающиеся на 360° колеса с фиксатором Тип колеса (помпа, имитация, металл, пластик): помпа Диаметр колеса (см): 2 колеса: 22, 9 см; 2 колеса: 30, 5см Ширина колесной базы (см): 60 Центральный тормоз Сидение (д/ш) (см) 20/33 Смотрите ссылку";"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска прогулочная Kira;Цену оточняйте у продавца;Возраст: от 7 мес. до 3-х лет Материал: водоотталкивающая, не продуваемая, дышащая ткань. Регулировка высоты спинки в трех положениях, предусмотрено положение для сна Пятиточечный ремень безопасности с мягкими плечевыми накладками Увеличенный капюшон с окошком и карманом Козырек от солнца Съемная ручка-бампер Ламинированная подножка регулируется по высоте Материал рамы: металл Механизм складывания: «книжка» Фиксируется зажимом в сложенном виде Материал колес: вспененный полиуретан Передние колеса поворотные (360°) с фиксатором Центральный тормоз задних колес Накидка на ножки Корзина для покупок2 колеса поворотные (360°) с фиксаторомЦентральный тормоз ВЕС 9 кг. Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Indigo Коляска 17 S Jeans + F 3 в 1;Цену оточняйте у продавца;Характеристики: Регулируемая по высоте кожаная ручка Эко-кожа эко-кожа+ткань Пластиковая литая люлька 74*35*24 см Система крепления One Touch System Регулируемый подголовник люльки Функция укачивания Бесшумное опускание капюшона Вентиляционные окошки Ручка для переноски люльки Съемный прогулочный блок Пятиточечные ремни безопасности на прогулочном блоке Дополнительный капюшон для прогулки Накидка на ноги Установка прогулочного блока лицом вперед или назад Сумка для багажа Сумка Москитная сетка Чехол от дождя Пружинные амортизаторы Автокресло в комплекте Габариты в собранном виде (д/ш/в) (см): 100/59/123 Вес рамы со спальным блоком (кг): 13.5 Вес (кг): рама - 9.5 кг Передние поворачивающиеся на 360° колеса с фиксатором Тип колеса (помпа, имитация, металл, пластик): помпа, пластик Диаметр колеса (см): 23+29 Ширина колесной базы (см): 59 Независимые тормоза на задних колесах Наличие расцветок уточняйте.;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска 2 в 1 Aura S Line;Цену оточняйте у продавца;Люлька• Просторная пластиковая люлька с жестким дном обшитая эко кожей• Верхняя часть выполнена из эко кожи• Не продуваемые борта• Регулируемый по высоте подголовник• Удобная ручка, расположенная на капюшоне для переноски• Бесшумный механизм регулировки капюшона• Капюшон с открывающейся на молнии секцией, со встроенной москитной сеткой для вентиляции• Высокий отворот на накидке на люльку защитит новорожденного от непогоды• Внутренняя вкладка выполнена из 100% хлопка, легко снимается для стирки• Матрасик для новорожденногоПрогулочный блок• Интегрированная москитная сетка• Четыре положения регулировки спинки, вплоть до горизонтального• Регулируемая подножка• Регулируемый капюшон• Пятиточечные ремни безопасности с мягкими плечевыми накладками• Съемный бампер• Практичная накидка на ножки• Возможность установки прогулочного блока в 2 положениях (лицом к маме, или лицом по направлению движения коляски)• Удобный и простой механизм складывания и раскладывания коляски• Легкий и простой механизм снятия и установки съемных модулей (люльки или прогулочного блока)• Регулируемая по высоте ручка обтянута кожей• Амортизаторы с регулировкой жесткости• Дополнительные амортизаторы на раме с возможностью регулировки• Колеса надувные на подшипниках 12”дюймов• Передние поворотные колеса на 360 градусов, с возможностью блокировки для движения по прямой• Центральный тормоз• Легкосъемные колеса для удобства чистки и хранения Вес коляски 15, 3 кг;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Adamex Коляска 2 в 1 Aspena Grand Prix;Цену оточняйте у продавца;Aspena Grand Prix Collection - это новинка в ассортименте многофункциональных детских колясок компании ADAMEX. Рама с центральными амортизаторами с функцией блокировки. Коляска выдержана в спортивной стилистике. Качественная балансировка и камерные колеса обеспечивают плавную езду и легкость преодоления препятствий таких, как бордюры, пороги и др. Современная система установки корзины (люльки), прогулочного блока, а также доступного отдельно автокресла (переноски) на раму, позволяет с легкостью установить блоки на раму, как лицом, так и спиной к направлению движения. Дополнительную безопасность при передвижении в темное время суток придают светоотражающие полосы по бокам рамы, это обеспечивает отчетливую видимость коляски. В комплект входит- Сумка для мамы, - корзина для продуктов, - дождевик, - москитная сетка, - держатель для бутылочки.Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Детская коляска Foo Foo 2 в 1 (кожа);Цену оточняйте у продавца;Стильная современная коляска FooFoo из кожи. Оригинальный дизайн и высокая маневренность. Три цвета материала на выбор. Максимальная нагрузка - 25 кг. Коляска подходит для детей от 0 до 3 лет. Вес коляски: 12 кг.В комплект коляски входят:• Москитная сетка• Детский матрасик• Накидка на люльку• ПодлокотникХарактеристики:• Изменяемый угол сиденья: 100, 145, 180 градусов• Регулируемый навес• 5-точечный ремень безопасности• Легкая и прочная рама из алюминиевого сплава• Размер в разложенном состоянии 120x61x96 см• Размер в сложенном состоянии 62x32x96 смСмотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска Hot Mom 2 в 1 (кожа);Цену оточняйте у продавца;Hot Mom - выбор продвинутых, стильных, современных мам. Коляска сделана по новейшим инновационным технологиям, о чем говорит все: от качественных материалов до уникального нестандартного дизайна. Производится с серебристой и золотой рамой в разных комплектациях . Для детей от 0 до 3 лет.Вес коляски: 13 кгШирина шасси: 64 смКомплектация:ЛюлькаПрогулочный блокМатрасик в прогулочный блокМатрасик в люлькуЛетний матрасикПодстаканникМоскитная сеткаНасосДождевикСмотрите ссылку_;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Коляска-автокресло Doona;Цену оточняйте у продавца;Автокресло-коляска Doona+ это - уникальная разработка, получившая три режима использования - «Автокресло» категории 0+ для перевозки в автомобиле, самолете, «Катим рядом» - для избегания переноски малыша и маневрирования во время ходьбы, «Прогулочный режим» - для использования в качестве прогулочной системы.ОСОБЕННОСТИ МОДЕЛИ: Шасси изготовлено из прочного и легкого сплава. Держа автокресло DONNA на «весу», нажатием одной кнопки откроется шасси. Каркас автокресла выполнен из ударопрочного пластика. Двойная усиленная стенка каркаса с внешней стороны корпуса автолюльки (двойные стенки гасят силу удара, прежде чем он достигнет головы малыша). Глубокая и анатомическая чаша способствует правильной осанке ребенка. Специальный вкладыш для новорожденного. Ткань вкладыша гипоаллергенная и изготовлена из бамбукового волокна. 5-ти точечные ремни безопасности с мягкими накладками. Съемный и бесшумный капюшон. Уникальная алюминиевая и телескопическая ручка. Ручка имеет защитную блокировку от произвольного открывания, а также ручка защищает от рикошета, что предотвращает опрокидывание автокресла при фронтальном ударе. С этой ручкой легко управлять коляской, и даже вращать ее на 360 градусов. Колеса изготовлены из ЭВА, выдерживают любые погодные условия. Устойчивы к протиранию. Передние колеса - съемные. Стояночный тормоз с двумя цветными педалями. Крепится штатным ремнем автомобиля, а также может использоваться совместно с базой Isofix, приобретаемой отдельно Устанавливается в автомобиль только против хода движения. Чехол и капор можно стирать ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ: группа 0+ (0-13 кг) размеры модели (ДхШхВ) - 66 х 44 х 60 см размеры в модификации «коляска» (ДхШхВ) - 82 х 44 х 99 см вес - 7 кг материалы изготовления - пластик, пенополистирол, пена, текстиль материалы изготовления не содержат ДФП и ПВХ DOONA - единственное автокресло с интегрированными колесами, которые мгновенное складываются и раскладываются. Коляска-автокресло DOONA - соответствует высочайшим стандартам безопасности (ECE.R44/04), как автокресло для новорожденнных, так и как удобная коляска для малышей. DOONA можно с легкостью превратить в люльку-качалку и двумя способами посредством руки или ноги, укачать засыпающего ребенка. Важно! Автокресло-коляска DONNA самое просторное из автокресел группы 0+.Смотрите ссылку;"""Детки Конфетки""";http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;Детские коляски;г. Пенза, ул. Перспективная, 1;http://bazarpnz.ru//logos_vitrina/bazar/219.png?14289;29-43-59;detkipenza@mail.ru;dis-pnz.ru
Самокат детский складной 3-х колесн. колеса ПВХ вес до 25кг. цвет микс;999 ;Самокат детский складной 3-х колесн. колеса ПВХ вес до 25кг. цвет микс;«Центр выгодных покупок»;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;Детские спорттовары;г. Пенза, ул. Собинова, 3б;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;(8412) 29-44-66;magazin@cvp-58.ru;cvp-58.ru
Самокат детский 3-х колесн. колеса ПВС вес до 50кг. цвет микс;999 ;Самокат детский 3-х колесн. колеса ПВС вес до 50кг. цвет микс;«Центр выгодных покупок»;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;Детские спорттовары;г. Пенза, ул. Собинова, 3б;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;(8412) 29-44-66;magazin@cvp-58.ru;cvp-58.ru
Самокат складной 3-х колес, колеса ПВХ d14см/11см, металл, до 25кг, 4 цвета, KM;999 ;Самокат складной 3-х колес, колеса ПВХ d14см/11см, металл, до 25кг, 4 цвета, KM-071;«Центр выгодных покупок»;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;Детские спорттовары;г. Пенза, ул. Собинова, 3б;http://bazarpnz.ru//logos_vitrina/bazar/661.png?38346;(8412) 29-44-66;magazin@cvp-58.ru;cvp-58.ru
